wrinvstg_no,fire_type_nm,buld_srtfrm,buld_strctr,buld_srtrf,buld_strct_dong_cnt,ground_nof,bstory_cnt,totar,bottom_area,buld_sttus_nm,dth_cnt,injpsn_cnt,dth_hnl_dmge_cnt,prprty_dmge_amt,fire_ocrn_yr,season_se_nm,qtr_se,fire_ocrn_ymd,fire_ocrn_tm,fire_ocrn_mnth,fire_ocrn_day,fire_ocrn_hour,fire_ocrn_min,daywk,frstt_nm,ward_nm,lfdau_nm,dsp_reqre_time,fire_supesn_time,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,gis_x_axis,gis_y_axis,longitude,la,spt_frstt_dist,spt_safe_cnter_dist,spt_lfdau_dist,ign_htsrc_nm,ign_htsrc_sclas_nm,ign_fctr_lclas_nm,ign_fctr_sclas_nm,frst_igobj_lclas_nm,frst_igobj_sclas_nm,ign_mhrls_lclas_nm,ign_mhrls_sclas_nm,cmbs_expobj_lclas_nm,cmbs_expobj_sclas_nm,fclty_place_lclas_nm,fclty_place_mclas_nm,fclty_place_sclas_nm,ign_floor_nm,soot_area,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,vhcle_place,vhcle_ign_bhf,fld_fire_se,fld_fire_ign_bhf,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,time_unit
220225165124412,자동차/철도차량,,,,,,,,,,0,0,0,871,2022,겨울,1,20220225,151000,02,25,15,10,금요일,노원소방서,공릉119안전센터,,000454,001547,서울특별시,노원구,공릉동,도시,동,206339.795000,206339.795000,127.071811000,37.620319000,3.00,2.70,0.00,작동기기,불꽃/ 스파크/ 정전기,부주의,기기(전기/ 기계 등) 사용.설치부주의,위험물등,가솔린,,,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,기타 도로,엔진룸,,,8.0,,4.3,230,59,,802
220225234511393,기타(쓰레기 화재등),,,,,,,,,,0,0,0,110,2022,겨울,1,20220225,174000,02,25,17,40,금요일,구로소방서,수궁119안전센터,,000420,000710,서울특별시,구로구,오류동,도시,동,186038.371700,186038.371700,126.842119000,37.494905000,2.30,1.40,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,7.3,,3.6,230,67,,719
220225190525030,기타(쓰레기 화재등),,,,,,,,,,0,0,0,0,2022,겨울,1,20220225,174700,02,25,17,47,금요일,강동소방서,강일119안전센터,,000411,000910,서울특별시,강동구,상일동,도시,동,215317.799200,215317.799200,127.173341000,37.548979000,6.30,1.90,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,기타(종이/목재/건초등),,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,7.3,,3.6,230,67,,719
220225235144935,자동차/철도차량,,,,,,,,,,0,0,0,220,2022,겨울,1,20220225,193100,02,25,19,31,금요일,구로소방서,수궁119안전센터,,000250,000039,서울특별시,구로구,궁동,도시,동,184639.000900,184639.000900,126.826268000,37.506330000,4.60,1.30,0.00,작동기기,기기 전도/복사열/기기발열,기계적 요인,과열/ 과부하,자동차/철도차량/선박/항공기,방음재,차량/ 선박부품,브레이크장치,,,자동차/철도차량,자동차,버스,,,N,N,N,N,일반도로,바퀴,,,6.2,,2.5,200,76,,582
220225234357614,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,568.590000,126.040000,사용중,0,0,0,395,2022,겨울,1,20220225,222400,02,25,22,24,금요일,중랑소방서,면목119안전센터,,000341,000700,서울특별시,중랑구,면목동,도시,동,207119.790000,207119.790000,127.080613000,37.589624000,4.00,2.30,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,,2.000000,N,N,N,N,,,,,5.5,,2.7,200,82,,592
220226121513867,건축/구조물,한식(옥),벽돌조,슬라브가,1,2,1,254.400000,86.530000,사용중,0,0,0,84,2022,겨울,1,20220226,102500,02,26,10,25,토요일,관악소방서,난곡119안전센터,,000200,000030,서울특별시,관악구,신림동,도시,동,192910.040000,192910.040000,126.919836000,37.473207000,5.80,1.00,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,단독주택,다가구주택,,2.000000,N,N,N,N,,,,,5.7,,3.1,180,82,,806
220226190620996,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,299.960000,74.390000,사용중,0,0,0,2243,2022,겨울,1,20220226,125400,02,26,12,54,토요일,양천소방서,신월119안전센터,,000434,003225,서울특별시,양천구,신월동,도시,동,184476.050000,184476.050000,126.824384000,37.534797000,5.60,3.00,,작동기기,기기 전도/복사열/기기발열,부주의,불씨/불꽃/화원방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,기타,기타,,,산업시설,공장시설,금속기계 및 기구공업,,30.000000,N,N,N,N,,,,,8.1,,4.9,200,69,,1333
220226152003664,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,15,1,11475.000000,769.000000,사용중,0,0,0,59,2022,겨울,1,20220226,141400,02,26,14,14,토요일,마포소방서,성산119안전센터,,000200,000000,서울특별시,마포구,성산동,도시,동,191218.604100,191218.604100,126.901164000,37.564313000,5.90,1.00,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,주방기기,전기레인지,,,주거,공동주택,아파트,,0.000000,N,N,N,N,,,,,9.0,,4.0,200,64,,1938
220226160801801,자동차/철도차량,,,,,,,,,,0,0,0,2860,2022,겨울,1,20220226,150100,02,26,15,01,토요일,강남소방서,삼성119안전센터,,000432,000827,서울특별시,강남구,삼성동,도시,동,,,127.060185000,37.514349000,1.00,1.00,0.00,미상,미상,전기적 요인,기타(전기적요인),전기/전자,전선피복,,,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,일반도로,미상,,,8.3,0.00,5.1,200,66,,2000
220226212707378,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,0,2,11317.000000,2575.000000,사용중,0,0,0,761,2022,겨울,1,20220226,173700,02,26,17,37,토요일,중부소방서,회현119안전센터,,000532,001346,서울특별시,중구,태평로2가,도시,동,197973.220000,197973.220000,126.977059000,37.565722000,3.80,1.00,0.00,작동기기,전기적 아크(단락),전기적 요인,층간단락,전기/전자,작동장치(모터/ 히터/ 램프 등),산업장비,펌프,,,운수자동차시설,역사/터미널,지하철역사,,0.000000,N,N,N,N,,,,,8.0,,5.0,200,69,,2000
220226194143008,기타(쓰레기 화재등),,,,,,,,,,0,0,0,0,2022,겨울,1,20220226,174600,02,26,17,46,토요일,동작소방서,동작119안전센터,,000459,000036,서울특별시,동작구,대방동,도시,동,193968.203100,193968.203100,126.931759000,37.511428000,3.40,1.40,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,톱밥,,,,,기타,야외,기타야외,,,N,N,N,N,,,,,8.0,,5.0,200,69,,2000
220226222946835,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,0,18.000000,18.000000,사용중,0,0,0,7994,2022,겨울,1,20220226,175200,02,26,17,52,토요일,강남소방서,세곡119안전센터,,000404,001500,서울특별시,강남구,세곡동,도시,동,209042.144400,209042.144400,127.101971000,37.462085000,9.40,1.70,0.00,미상,미상,미상,미상,미상,미상,미상,미상,,,주거,공동주택,기타 공동주택,,6.000000,N,Y,N,N,,,,,8.0,,5.0,200,69,,2000
220226192926599,건축/구조물,양식(옥),벽돌조,와가,,2,0,71.080000,35.540000,사용중,0,0,0,14,2022,겨울,1,20220226,181400,02,26,18,14,토요일,용산소방서,후암119안전센터,,000153,000100,서울특별시,용산구,용산동2가,도시,동,198392.920000,198392.920000,126.981827000,37.545956000,1.50,0.50,0.00,담뱃불/ 라이터불,라이터불/ 성냥불,방화,방화,기타,기타,,,,,판매/업무시설,판매시설,기타 판매시설,,0.000000,N,N,N,N,,,,,7.6,0.00,5.4,200,74,,1722
220226202142760,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,12,0,3844.800000,699.600000,사용중,0,0,0,6,2022,겨울,1,20220226,190600,02,26,19,06,토요일,성동소방서,금호119안전센터,,000458,000300,서울특별시,성동구,옥수동,도시,동,201270.740200,201270.740200,127.013860000,37.544968000,3.50,2.00,0.00,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,콘센트/ 스위치류,배선/배선기구,스위치 멀티탭,,,주거,공동주택,아파트,,0.000000,N,Y,N,N,,,,,6.7,,5.1,250,87,,402
220226215650216,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,14,5,17661.990000,24.400000,사용중,0,0,0,220,2022,겨울,1,20220226,201200,02,26,20,12,토요일,강서소방서,방화119안전센터,,000438,001713,서울특별시,강서구,마곡동,도시,동,184597.948700,184597.948700,126.825610000,37.569293000,4.60,2.10,0.00,작동기기,기기 전도/복사열/기기발열,부주의,기기(전기/ 기계 등) 사용.설치부주의,전기/전자,전기/ 전자기기 케이스,,,,,판매/업무시설,일반업무,오피스텔,,0.000000,N,Y,N,N,,,,,5.6,,4.7,270,90,,376
220226220008405,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,551.230000,160.160000,사용중,0,1,1,108,2022,겨울,1,20220226,201600,02,26,20,16,토요일,강동소방서,천호119안전센터,,000911,012518,서울특별시,강동구,천호동,도시,동,211586.733700,211586.733700,127.131153000,37.548004000,3.00,0.90,0.00,기타,기타,화학적 요인,기타(화학적요인),침구/직물류,기타(침구/직물류),,,,,주거,공동주택,다세대주택,지상층,0.000000,N,N,N,N,,,,,5.6,,4.7,270,90,,376
220226234520531,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,288.700000,86.450000,사용중,0,0,0,0,2022,겨울,1,20220226,225500,02,26,22,55,토요일,금천소방서,금천119안전센터,,000120,000204,서울특별시,금천구,독산동,도시,동,191229.620000,191229.620000,126.900848000,37.475831000,1.50,1.50,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다중주택,,0.000000,N,N,N,N,,,,,2.7,,4.1,270,74,,889
220227071341573,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,1263.610000,286.020000,사용중,0,0,0,227,2022,겨울,1,20220227,060200,02,27,06,02,일요일,강동소방서,길동119안전센터,,000136,001745,서울특별시,강동구,길동,도시,동,212243.900000,212243.900000,127.138543000,37.537392000,2.10,0.90,0.00,화학적 발화열,발효열,화학적 요인,기타(화학적요인),식품,튀김유,주방기기,튀김기,,,생활서비스,음식점,치킨/족발,,12.000000,N,Y,N,N,,,,,-0.7,,2.4,250,59,,2000
220227093522290,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,25,1,5187.040000,216.340000,사용중,0,1,1,196,2022,겨울,1,20220227,082100,02,27,08,21,일요일,금천소방서,금천119안전센터,,000404,000943,서울특별시,금천구,가산동,도시,동,190422.439800,190422.439800,126.891724000,37.474654000,1.80,1.80,0.00,작동기기,기기 전도/복사열/기기발열,부주의,기기(전기/ 기계 등) 사용.설치부주의,가구,침대/ 매트리스,계절용 기기,전기장판/담요/방석류,,,주거,공동주택,아파트,지상층,0.000000,N,Y,N,N,,,,,-1.4,,0.9,270,64,,2000
220227093911087,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,0,337.070000,70.580000,기타 공사중,0,0,0,24,2022,겨울,1,20220227,085200,02,27,08,52,일요일,성동소방서,행당119안전센터,,000305,001100,서울특별시,성동구,성수동1가,도시,동,203974.402300,203974.402300,127.044948000,37.545889000,2.50,2.50,0.00,담뱃불/ 라이터불,라이터불/ 성냥불,부주의,불씨/불꽃/화원방치,종이/목재/건초등,종이,,,,,생활서비스,음식점,한식,,2.000000,N,N,N,N,,,,,-1.4,,0.9,270,64,,2000
220227123444665,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,0,291.240000,79.980000,사용중,0,0,0,474,2022,겨울,1,20220227,104300,02,27,10,43,일요일,중랑소방서,중화119안전센터,,000348,000700,서울특별시,중랑구,중화동,도시,동,206493.910000,206493.910000,127.073533000,37.598925000,3.00,1.00,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,가연물 근접방치,침구/직물류,이불(베개/시트),계절용 기기,전기장판/담요/방석류,,,주거,공동주택,다세대주택,,0.000000,N,N,N,N,,,,,3.7,,2.5,180,51,,2000
220227134832390,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,594.390000,22.000000,사용중,0,0,0,57,2022,겨울,1,20220227,122000,02,27,12,20,일요일,마포소방서,신수119안전센터,,000258,001007,서울특별시,마포구,노고산동,도시,동,194137.530000,194137.530000,126.933637000,37.553889000,0.70,0.70,0.00,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,생활기기,세탁기,,,판매/업무시설,일반업무,오피스텔,,0.000000,N,N,N,N,,,,,6.9,,5.2,250,35,,2000
220227154502985,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,14,1,14300.110000,944.160000,공가,0,0,0,56,2022,겨울,1,20220227,140200,02,27,14,02,일요일,강남소방서,영동119안전센터,,000403,001648,서울특별시,강남구,압구정동,도시,동,202671.437400,202671.437400,127.030843000,37.529663000,1.60,4.80,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,침구/직물류,이불(베개/시트),,,,,주거,공동주택,아파트,,0.000000,N,Y,N,N,,,,,8.5,,6.2,230,43,,2000
220227153150555,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,166.350000,0.000000,사용중,0,0,0,144,2022,겨울,1,20220227,142400,02,27,14,24,일요일,광진소방서,능동119안전센터,,000131,001024,서울특별시,광진구,자양동,도시,동,205658.620000,205658.620000,127.064023000,37.535765000,2.70,2.50,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,주거,단독주택,단독주택,,0.000000,N,N,N,N,,,,,8.5,,6.2,230,43,,2000
220227183857773,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,1157.030000,240.000000,사용중,0,0,0,86,2022,겨울,1,20220227,153600,02,27,15,36,일요일,양천소방서,양천119안전센터,,000452,001544,서울특별시,양천구,신정동,도시,동,188841.020000,188841.020000,126.873462000,37.519607000,2.00,2.00,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전선피복,배선/배선기구,전기기기용 전선/코드,,,산업시설,공장시설,금속기계 및 기구공업,,10.000000,N,N,N,N,,,,,8.8,,5.2,230,44,,2000
220227162423023,기타(쓰레기 화재등),,,,,,,,,,0,0,0,150,2022,겨울,1,20220227,153800,02,27,15,38,일요일,서초소방서,잠원119안전센터,,000319,000850,서울특별시,서초구,반포동,도시,동,200951.211400,200951.211400,127.010634000,37.503667000,1.80,1.30,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,8.8,,5.2,230,44,,2000
220227183739077,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,186.360000,62.120000,사용중,0,0,0,9,2022,겨울,1,20220227,172000,02,27,17,20,일요일,강북소방서,번동119안전센터,,000300,000710,서울특별시,강북구,번동,도시,동,203159.500000,203159.500000,127.035822000,37.627914000,1.00,1.00,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,공동주택,다세대주택,,0.000000,N,N,N,N,,,,,8.1,,4.4,230,47,,2000
220227183432461,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,14,3,4227.720000,350.880000,사용중,0,0,0,487,2022,겨울,1,20220227,172200,02,27,17,22,일요일,광진소방서,능동119안전센터,,000218,000615,서울특별시,광진구,화양동,도시,동,206535.280000,206535.280000,127.073952000,37.545606000,1.00,1.00,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,주거,공동주택,주상복합아파트,,0.000000,N,Y,N,N,,,,,8.1,,4.4,230,47,,2000
220227200219201,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,694.930000,117.640000,사용중,0,0,0,4,2022,겨울,1,20220227,183700,02,27,18,37,일요일,동작소방서,노량진119안전센터,,000441,000900,서울특별시,동작구,노량진동,도시,동,195262.850000,195262.850000,126.946438000,37.509296000,4.60,1.10,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,생활서비스,일상서비스,고시원(원룸텔),,0.000000,N,Y,N,N,,,,,6.7,,2.9,250,50,,2000
220227213546939,자동차/철도차량,,,,,,,,,,0,0,0,2178,2022,겨울,1,20220227,184000,02,27,18,40,일요일,광진소방서,구의119안전센터,,000453,002700,서울특별시,광진구,자양동,도시,동,206946.430000,206946.430000,127.078591000,37.533418000,2.20,2.20,0.00,미상,미상,미상,미상,자동차/철도차량/선박/항공기,오일류,,,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,주차장,엔진룸,,,6.7,,2.9,250,50,,2000
220227204307859,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,7,1,920.430000,127.000000,사용중,0,0,0,51,2022,겨울,1,20220227,192300,02,27,19,23,일요일,관악소방서,신림119안전센터,,000431,000051,서울특별시,관악구,신림동,도시,동,193401.870000,193401.870000,126.925395000,37.486064000,4.00,0.70,0.00,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,주방기기,전기레인지,,,생활서비스,일상서비스,고시원(원룸텔),,0.000000,Y,Y,Y,N,,,,,5.7,,2.3,250,55,,2000
220227205545339,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,32,2,16446.530000,84.000000,사용중,0,0,0,265,2022,겨울,1,20220227,200400,02,27,20,04,일요일,송파소방서,거여119안전센터,,000225,001423,서울특별시,송파구,거여동,도시,동,212966.520000,212966.520000,127.149494000,37.495472000,1.50,1.00,0.00,담뱃불/ 라이터불,촛불,부주의,불씨/불꽃/화원방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,아파트,,1.000000,N,Y,N,N,,,,,5.0,,2.1,230,58,,2000
220227232901431,기타(쓰레기 화재등),,,,,,,,,,0,0,0,5,2022,겨울,1,20220227,223800,02,27,22,38,일요일,마포소방서,신수119안전센터,,000026,000404,서울특별시,마포구,노고산동,도시,동,194380.910000,194380.910000,126.936408000,37.553124000,0.80,0.80,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,3.6,,1.8,230,73,,2000
220228001440736,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,156.970000,71.500000,사용중,0,0,0,33,2022,겨울,1,20220227,231300,02,27,23,13,일요일,성동소방서,금호119안전센터,,000425,000300,서울특별시,성동구,금호동4가,도시,동,201954.880000,201954.880000,127.022121000,37.547548000,3.60,1.10,0.00,담뱃불/ 라이터불,촛불,부주의,불씨/불꽃/화원방치,종이/목재/건초등,종이,,,,,주거,단독주택,다가구주택,,0.000000,N,N,N,N,,,,,3.3,,2.4,200,80,,2000
220228140650309,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,2,1,246.930000,123.460000,사용중,0,0,0,56,2022,겨울,1,20220228,092500,02,28,09,25,월요일,양천소방서,신정119안전센터,,000407,000736,서울특별시,양천구,신정동,도시,동,187077.513700,187077.513700,126.853819000,37.521036000,2.50,0.30,0.30,작동기기,기타(작동기기),부주의,불씨/불꽃/화원방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,기타,기타,,,생활서비스,음식점,일식,,0.000000,N,N,N,N,,,,,4.7,,1.3,110,81,,2000
220228124154271,기타(쓰레기 화재등),,,,,,,,,,0,0,0,2498,2022,겨울,1,20220228,102300,02,28,10,23,월요일,중부소방서,신당119안전센터,,000337,000551,서울특별시,중구,필동2가,도시,동,199620.430000,199620.430000,126.995703000,37.560582000,2.00,0.50,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,5.7,,1.8,160,72,,2000
220228151240935,건축/구조물,양식(옥),철근콘크리트조,스레트가,1,6,1,856.540000,0.000000,사용중,0,0,0,0,2022,겨울,1,20220228,131300,02,28,13,13,월요일,서대문소방서,연희119안전센터,,000424,001431,서울특별시,서대문구,대현동,도시,동,194969.670000,194969.670000,126.943068000,37.557832000,2.90,2.90,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,,,,,생활서비스,음식점,기타휴게음식점,,0.000000,N,N,N,N,,,,,9.3,,2.2,270,54,,2000
220228174022276,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,0,20.000000,20.000000,사용중,0,0,0,31,2022,겨울,1,20220228,161600,02,28,16,16,월요일,중부소방서,무학119안전센터,,000236,000249,서울특별시,중구,신당동,도시,동,201224.390000,201224.390000,127.013857000,37.561402000,0.50,0.50,0.00,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,콘센트/ 스위치류,,,,,기타서비스,기타건축물,공중화장실,,0.000000,N,N,N,N,,,,,11.2,,1.5,200,40,,2000
220228191032848,기타(쓰레기 화재등),,,,,,,,,,0,0,0,31,2022,겨울,1,20220228,173500,02,28,17,35,월요일,동작소방서,노량진119안전센터,,000600,000055,서울특별시,동작구,노량진동,도시,동,194536.910000,194536.910000,126.938207000,37.512884000,4.10,1.20,0.00,작동기기,전기적 아크(단락),전기적 요인,압착/손상에 의한 단락,기타,기타,,,,,기타,야외,기타야외,,,N,N,N,N,,,,,11.2,,1.8,160,39,,2000
220228195744398,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,659.880000,132.080000,사용중,0,0,0,11,2022,겨울,1,20220228,182800,02,28,18,28,월요일,송파소방서,방이119안전센터,,000310,000000,서울특별시,송파구,방이동,도시,동,209672.390000,209672.390000,127.109402000,37.511924000,3.20,1.80,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,,0.000000,N,N,N,N,,,,,10.0,,1.2,140,38,,2000
220228220438367,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,14,5,13554.340000,33.000000,신축,0,0,0,60,2022,겨울,1,20220228,183800,02,28,18,38,월요일,영등포소방서,신길119안전센터,,000459,002828,서울특별시,영등포구,신길동,도시,동,192174.820000,192174.820000,126.911498000,37.505533000,3.80,1.40,0.00,미상,미상,미상,미상,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,합성수지,플라스틱/ PVC/ 비닐/ 장판,판매/업무시설,일반업무,오피스텔,,0.000000,N,N,N,N,,,,,10.0,,1.2,140,38,,2000
220228205030235,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,1523.220000,269.410000,사용중,0,0,0,11,2022,겨울,1,20220228,195800,02,28,19,58,월요일,송파소방서,잠실119안전센터,,000453,000740,서울특별시,송파구,삼전동,도시,동,207886.230000,207886.230000,127.089188000,37.502819000,5.50,1.50,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,,0.000000,N,N,N,N,,,,,9.0,,0.9,360,42,,2000
220228215046673,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,1770.420000,317.430000,사용중,0,0,0,46,2022,겨울,1,20220228,204400,02,28,20,44,월요일,성동소방서,성수119안전센터,,000330,000400,서울특별시,성동구,송정동,도시,동,205975.050000,205975.050000,127.067615000,37.549146000,4.00,2.00,0.00,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전자기기 부속품,조명/ 간판,기타(조명/간판),,,생활서비스,오락시설,노래연습장,,0.000000,N,N,N,N,,,,,8.0,,0.8,340,45,,2000
220228235151275,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,5,2,1346.210000,226.600000,사용중,0,0,0,387,2022,겨울,1,20220228,224400,02,28,22,44,월요일,강남소방서,역삼119안전센터,,000451,000607,서울특별시,강남구,역삼동,도시,동,202422.280000,202422.280000,127.027394000,37.501581000,5.00,2.20,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,기타,기타,,,,,주거,공동주택,연립주택,,0.000000,N,N,N,N,,,,,6.5,,1.0,180,45,,2000
220301022106451,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,1381.890000,311.760000,사용중,0,1,1,2815,2022,봄,1,20220301,004600,03,01,00,46,화요일,중랑소방서,중화119안전센터,,000320,000800,서울특별시,중랑구,묵동,도시,동,206571.289200,206571.289200,127.074386000,37.608930000,3.10,1.50,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,침구/직물류,이불(베개/시트),,,침구/직물류,이불(베개/시트),주거,공동주택,연립주택,지하층,31.000000,N,N,N,N,,,,,7.2,,2.0,230,55,,2000
220301032113238,자동차/철도차량,,,,,,,,,,0,0,0,4857,2022,봄,1,20220301,011200,03,01,01,12,화요일,송파소방서,가락119안전센터,,000435,001200,서울특별시,송파구,가락동,도시,동,211215.780000,211215.780000,127.126692000,37.501346000,2.40,2.40,0.00,작동기기,전기적 아크(단락),미상,미상,전기/전자,전선피복,,,,,자동차/철도차량,자동차,승용자동차,,20.000000,N,N,N,N,주차장,앞좌석,,,7.0,,0.5,230,59,,2000
220301091925461,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,12,1,15254.330000,1233.210000,사용중,0,0,0,956,2022,봄,1,20220301,033900,03,01,03,39,화요일,서초소방서,반포119안전센터,,000415,011735,서울특별시,서초구,반포동,도시,동,200083.846800,200083.846800,127.000948000,37.498987000,2.30,2.30,0.00,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,아파트,,20.000000,N,N,N,N,,,,,7.2,0.00,2.0,180,64,,2000
220301094412567,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,0,806.400000,169.200000,사용중,0,0,0,22,2022,봄,1,20220301,082100,03,01,08,21,화요일,관악소방서,신림119안전센터,,000243,000344,서울특별시,관악구,신림동,도시,동,192804.037100,192804.037100,126.918671000,37.482911000,4.50,1.90,0.00,불꽃/ 불티,기타(불꽃/불티),전기적 요인,트래킹에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,배선/배선기구,전력공급용 전선,,,판매/업무시설,일반업무,일반빌딩,,0.000000,N,N,N,N,,,,,5.7,,0.8,200,90,,740
220301161611860,자동차/철도차량,,,,,,,,,,0,0,0,440,2022,봄,1,20220301,085100,03,01,08,51,화요일,송파소방서,가락119안전센터,,000436,000650,서울특별시,송파구,문정동,도시,동,210979.999300,210979.999300,127.125006000,37.477659000,4.20,3.00,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,자동차/철도차량/선박/항공기,전기배선,차량/ 선박부품,배선,,,자동차/철도차량,자동차,화물자동차,,,N,N,N,N,주차장,기타차량위치,,,5.7,,0.8,200,90,,740
220301162218491,건축/구조물,양식(옥),철근콘크리트조,기타 즙,1,5,3,10880.100000,1932.840000,사용중,0,0,0,1569,2022,봄,1,20220301,123000,03,01,12,30,화요일,종로소방서,연건119안전센터,,000438,003000,서울특별시,종로구,명륜3가,도시,동,199254.648400,199254.648400,126.992217000,37.588397000,3.00,2.00,0.00,작동기기,전기적 아크(단락),전기적 요인,층간단락,전기/전자,작동장치(모터/ 히터/ 램프 등),계절용 기기,냉난방기,전기/전자,작동장치(모터/ 히터/ 램프 등),교육시설,학교,대학교,,20.000000,N,Y,N,N,,,,,7.2,,3.2,270,88,,917
